rule_id,country,n_seeds,support_mean,support_std,support_nonzero_seeds,lift_mean,lift_std,pos_lift_seeds,neg_lift_seeds,support_seed_rate,same_sign_rate,stable_sign,expected_sign,observed_sign,generalization_status,analysis_tier,rule_conditions
R1,Benin,3,0.3115264797507788,0.0053957969083142,3,-630.7090332961276,296.0811755864992,0,3,1.0,1.0,True,-1,-1,works_here,primary,irrigated > 0.5000 AND K_fertilizer > 36.0000 AND flooded <= 0.5000 AND P_fertilizer <= 11.0000
R1,Nigeria,3,0.5277777777777778,0.0481125224324688,3,-595.0331746031743,28.08711038921697,0,3,1.0,1.0,True,-1,-1,works_here,primary,irrigated > 0.5000 AND K_fertilizer > 36.0000 AND flooded <= 0.5000 AND P_fertilizer <= 11.0000
R2,Nigeria,3,0.4722222222222222,0.0481125224324688,3,678.6506666666668,172.67428143625747,3,0,1.0,1.0,True,1,1,works_here,primary,irrigated > 0.5000 AND K_fertilizer > 36.0000 AND flooded <= 0.5000 AND P_fertilizer > 11.0000
R4,Benin,3,0.1495327102803738,0.0093457943925233,3,1311.1070640003663,253.3917434621929,3,0,1.0,1.0,True,1,1,works_here,primary,irrigated > 0.5000 AND K_fertilizer > 36.0000 AND flooded > 0.5000 AND P_fertilizer <= 15.0000
R1,Japan,3,0.7619047619047619,0.0824786098842322,3,70.46301587301589,397.03815409635234,1,2,1.0,0.6666666666666666,False,-1,1,unstable_or_small_effect,secondary,irrigated > 0.5000 AND K_fertilizer > 36.0000 AND flooded <= 0.5000 AND P_fertilizer <= 11.0000
R2,Benin,3,0.3333333333333333,0.0053957969083142,3,63.69400074172973,272.5222123130902,1,2,1.0,0.6666666666666666,False,1,1,unstable_or_small_effect,secondary,irrigated > 0.5000 AND K_fertilizer > 36.0000 AND flooded <= 0.5000 AND P_fertilizer > 11.0000
R2,Japan,3,0.238095238095238,0.0824786098842322,3,-34.43476190476182,1117.818555642845,2,1,1.0,0.6666666666666666,False,1,-1,unstable_or_small_effect,secondary,irrigated > 0.5000 AND K_fertilizer > 36.0000 AND flooded <= 0.5000 AND P_fertilizer > 11.0000
R3,Benin,3,0.205607476635514,0.0093457943925233,3,-95.44361962341266,68.42967553242755,0,3,1.0,1.0,True,1,-1,conflicts_here,secondary,irrigated > 0.5000 AND K_fertilizer > 36.0000 AND flooded > 0.5000 AND P_fertilizer > 15.0000
R5,Burkina Faso,3,0.65,0.0499999999999999,3,445.22971004883993,28.0004066376662,3,0,1.0,1.0,True,-1,1,conflicts_here,secondary,irrigated <= 0.5000 AND P_fertilizer > 15.0000
