rule_id,rule_conditions,features_used,support_count,support_pct,predicted_yield_mean,actual_yield_mean,predicted_lift_vs_global,actual_lift_vs_global,support_mean,support_std,lift_mean,lift_std,sign_match_rate,n_seed_evals,support_score,lift_score,rule_score
R4,irrigated > 0.5000 AND K_fertilizer > 36.0000 AND flooded > 0.5000 AND P_fertilizer <= 15.0000,K_fertilizer|P_fertilizer|flooded|irrigated,17,0.10625,4191.7836669062835,4645.957058823529,1459.494113909815,1957.0049338235294,0.09999999999999999,0.005103103630798286,1674.17142939951,210.2988912913233,1.0,3,0.09999999999999999,1674.17142939951,321.27142867493876
R5,irrigated <= 0.5000 AND P_fertilizer > 15.0000,P_fertilizer|irrigated,13,0.08125,1867.533592580494,1900.1446153846152,-864.7559604159744,-788.8075096153846,0.08125,0.005103103630798286,-778.0417418261599,82.88013079461149,1.0,3,0.08125,-778.0417418261599,207.00521772827
R2,irrigated > 0.5000 AND K_fertilizer > 36.0000 AND flooded <= 0.5000 AND P_fertilizer > 11.0000,K_fertilizer|P_fertilizer|flooded|irrigated,43,0.26875,3044.5394866913493,3037.7518604651164,312.24993369488084,348.79973546511656,0.26875,0.0,447.4165163808143,162.02137611432914,1.0,3,0.26875,447.4165163808143,188.1770645476018
R3,irrigated > 0.5000 AND K_fertilizer > 36.0000 AND flooded > 0.5000 AND P_fertilizer > 15.0000,K_fertilizer|P_fertilizer|flooded|irrigated,21,0.13125,3105.3161527861644,3049.234761904762,373.02659978969587,360.28263690476206,0.1375,0.005103103630798281,267.62074577573094,65.62746812517642,1.0,3,0.1375,267.62074577573094,149.95259322196637
R1,irrigated > 0.5000 AND K_fertilizer > 36.0000 AND flooded <= 0.5000 AND P_fertilizer <= 11.0000,K_fertilizer|P_fertilizer|flooded|irrigated,45,0.28125,2685.502908247606,2377.5522222222226,-46.78664474886273,-311.39990277777724,0.28125,0.0,-235.97035872685152,237.96183452156012,0.6666666666666666,3,0.28125,-235.97035872685152,129.9129615075231
