rule_id,support_mean,support_std,lift_mean,lift_std,sign_match_rate,n_seed_evals
R1,0.28125,0.0,-235.97035872685152,237.96183452156012,0.6666666666666666,3
R2,0.26875,0.0,447.4165163808143,162.02137611432914,1.0,3
R3,0.1375,0.005103103630798281,267.62074577573094,65.62746812517642,1.0,3
R4,0.09999999999999999,0.005103103630798286,1674.17142939951,210.2988912913233,1.0,3
R5,0.08125,0.005103103630798286,-778.0417418261599,82.88013079461149,1.0,3
R6,0.04583333333333334,0.0029462782549439506,-958.990733065476,148.86188164105192,1.0,3
R7,0.041666666666666664,0.0029462782549439476,-1484.1906338591268,90.41470416039553,1.0,3
R8,0.043750000000000004,0.005103103630798289,-2063.1989870337297,61.68218594754936,1.0,3
